Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Calculated Total Amount,Sale_Category,Age Classification,Total Amount Stdev Difference
108,2023-04-19,CUST108,Female,27,Beauty,3,25,75,75,Baja,Adulto,484.997631555123
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150,150,Baja,Adulto mayor,409.997631555123
246,2023-04-20,CUST246,Female,48,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,2000,Alta,Adulto,1440.002368444877
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50,50,Baja,Adulto,509.997631555123
298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,1200,Media,Adulto,640.002368444877
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,75,Baja,Adulto,484.997631555123
39,2023-04-21,CUST039,Male,23,Clothing,4,30,120,120,Baja,Adulto Joven,439.997631555123
893,2023-04-21,CUST893,Male,49,Electronics,1,50,50,50,Baja,Adulto,509.997631555123
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,50,Baja,Adulto,509.997631555123
17,2023-04-22,CUST017,Female,27,Clothing,4,25,100,100,Baja,Adulto,459.997631555123
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,75,Baja,Adulto,484.997631555123
129,2023-04-23,CUST129,Female,21,Beauty,2,300,600,600,Baja,Adulto Joven,40.00236844487699
98,2023-04-23,CUST098,Female,55,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
230,2023-04-23,CUST230,Male,54,Beauty,1,25,25,25,Baja,Adulto,534.997631555123
28,2023-04-23,CUST028,Female,43,Beauty,1,500,500,500,Baja,Adulto,59.99763155512301
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,90,Baja,Adulto,469.997631555123
693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500,1500,Alta,Adulto,940.002368444877
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90,90,Baja,Adulto,469.997631555123
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,120,Baja,Adulto,439.997631555123
863,2023-04-24,CUST863,Female,30,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100,100,Baja,Adulto,459.997631555123
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,30,Baja,Adulto,529.997631555123
6,2023-04-25,CUST006,Female,45,Beauty,1,30,30,30,Baja,Adulto,529.997631555123
222,2023-04-26,CUST222,Male,51,Clothing,4,30,120,120,Baja,Adulto,439.997631555123
953,2023-04-26,CUST953,Male,45,Beauty,3,30,90,90,Baja,Adulto,469.997631555123
588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
903,2023-04-27,CUST903,Female,51,Beauty,4,50,200,200,Baja,Adulto,359.997631555123
66,2023-04-27,CUST066,Female,45,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,1200,Media,Adulto,640.002368444877
102,2023-04-28,CUST102,Female,47,Beauty,2,25,50,50,Baja,Adulto,509.997631555123
228,2023-04-28,CUST228,Female,59,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
236,2023-04-28,CUST236,Female,54,Clothing,1,25,25,25,Baja,Adulto,534.997631555123
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900,900,Media,Adulto,340.002368444877
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000,1000,Media,Adulto,440.002368444877
884,2023-04-29,CUST884,Female,26,Clothing,2,30,60,60,Baja,Adulto,499.997631555123
69,2023-04-30,CUST069,Female,56,Beauty,3,25,75,75,Baja,Adulto,484.997631555123
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30,30,Baja,Adulto,529.997631555123
18,2023-04-30,CUST018,Female,47,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,25,Baja,Adulto,534.997631555123
293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,90,Baja,Adulto,469.997631555123
242,2023-05-02,CUST242,Male,21,Clothing,1,25,25,25,Baja,Adulto Joven,534.997631555123
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,50,Baja,Adulto,509.997631555123
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90,90,Baja,Adulto,469.997631555123
188,2023-05-03,CUST188,Male,40,Clothing,3,25,75,75,Baja,Adulto,484.997631555123
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,75,Baja,Adulto,484.997631555123
974,2023-05-03,CUST974,Male,47,Beauty,1,30,30,30,Baja,Adulto,529.997631555123
749,2023-05-03,CUST749,Male,42,Beauty,1,30,30,30,Baja,Adulto,529.997631555123
190,2023-05-04,CUST190,Female,60,Beauty,3,30,90,90,Baja,Adulto mayor,469.997631555123
849,2023-05-04,CUST849,Male,32,Clothing,2,25,50,50,Baja,Adulto,509.997631555123
853,2023-05-04,CUST853,Male,21,Beauty,2,500,1000,1000,Media,Adulto Joven,440.002368444877
824,2023-05-05,CUST824,Male,63,Clothing,4,30,120,120,Baja,Adulto mayor,439.997631555123
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,50,Baja,Adulto Joven,509.997631555123
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000,1000,Media,Adulto,440.002368444877
252,2023-05-05,CUST252,Male,54,Electronics,1,300,300,300,Baja,Adulto,259.997631555123
866,2023-05-05,CUST866,Male,24,Electronics,1,50,50,50,Baja,Adulto,509.997631555123
5,2023-05-06,CUST005,Male,30,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
820,2023-05-06,CUST820,Male,49,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,600,Baja,Adulto,40.00236844487699
90,2023-05-06,CUST090,Female,51,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
120,2023-05-07,CUST120,Male,60,Beauty,1,50,50,50,Baja,Adulto mayor,509.997631555123
221,2023-05-07,CUST221,Male,39,Beauty,2,300,600,600,Baja,Adulto,40.00236844487699
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,200,Baja,Adulto,359.997631555123
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,120,Baja,Adulto,439.997631555123
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25,25,Baja,Adulto,534.997631555123
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,75,Baja,Adulto Joven,484.997631555123
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,500,Baja,Adulto Joven,59.99763155512301
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,50,Baja,Adulto Joven,509.997631555123
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,75,Baja,Adulto mayor,484.997631555123
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,1500,Alta,Adulto,940.002368444877
946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000,2000,Alta,Adulto mayor,1440.002368444877
883,2023-05-09,CUST883,Male,40,Electronics,1,500,500,500,Baja,Adulto,59.99763155512301
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,100,Baja,Adulto,459.997631555123
148,2023-05-09,CUST148,Male,18,Clothing,2,30,60,60,Baja,Adulto Joven,499.997631555123
930,2023-05-10,CUST930,Male,54,Clothing,4,50,200,200,Baja,Adulto,359.997631555123
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000,2000,Alta,Adulto,1440.002368444877
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,30,Baja,Adulto,529.997631555123
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,100,Baja,Adulto mayor,459.997631555123
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,200,Baja,Adulto mayor,359.997631555123
838,2023-05-13,CUST838,Male,47,Electronics,2,300,600,600,Baja,Adulto,40.00236844487699
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,500,Baja,Adulto,59.99763155512301
123,2023-05-15,CUST123,Female,40,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,120,Baja,Adulto,439.997631555123
164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500,1500,Alta,Adulto,940.002368444877
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,600,Baja,Adulto,40.00236844487699
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,30,Baja,Adulto Joven,529.997631555123
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,300,Baja,Adulto,259.997631555123
48,2023-05-16,CUST048,Male,54,Electronics,3,300,900,900,Media,Adulto,340.002368444877
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,30,Baja,Adulto mayor,529.997631555123
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50,50,Baja,Adulto mayor,509.997631555123
118,2023-05-16,CUST118,Female,30,Electronics,4,500,2000,2000,Alta,Adulto,1440.002368444877
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000,2000,Alta,Adulto,1440.002368444877
203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000,1000,Media,Adulto,440.002368444877
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,150,Baja,Adulto,409.997631555123
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,200,Baja,Adulto mayor,359.997631555123
155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000,2000,Alta,Adulto,1440.002368444877
81,2023-05-17,CUST081,Male,40,Electronics,1,50,50,50,Baja,Adulto,509.997631555123
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,1000,Media,Adulto,440.002368444877
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500,500,Baja,Adulto,59.99763155512301
106,2023-05-18,CUST106,Female,46,Clothing,1,50,50,50,Baja,Adulto,509.997631555123
811,2023-05-19,CUST811,Male,61,Beauty,2,25,50,50,Baja,Adulto mayor,509.997631555123
94,2023-05-19,CUST094,Female,47,Beauty,2,500,1000,1000,Media,Adulto,440.002368444877
881,2023-05-19,CUST881,Male,22,Electronics,1,300,300,300,Baja,Adulto Joven,259.997631555123
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,75,Baja,Adulto,484.997631555123
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,600,Baja,Adulto,40.00236844487699
911,2023-05-21,CUST911,Male,42,Electronics,3,300,900,900,Media,Adulto,340.002368444877
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,1500,Alta,Adulto,940.002368444877
4,2023-05-21,CUST004,Male,37,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
843,2023-05-22,CUST843,Male,21,Beauty,3,500,1500,1500,Alta,Adulto Joven,940.002368444877
895,2023-05-22,CUST895,Female,55,Clothing,4,30,120,120,Baja,Adulto,439.997631555123
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,90,Baja,Adulto,469.997631555123
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,100,Baja,Adulto,459.997631555123
72,2023-05-23,CUST072,Female,20,Electronics,4,500,2000,2000,Alta,Adulto Joven,1440.002368444877
243,2023-05-23,CUST243,Female,47,Electronics,3,300,900,900,Media,Adulto,340.002368444877
822,2023-05-23,CUST822,Female,52,Beauty,3,50,150,150,Baja,Adulto,409.997631555123
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,2000,Alta,Adulto,1440.002368444877
31,2023-05-23,CUST031,Male,44,Electronics,4,300,1200,1200,Media,Adulto,640.002368444877
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200,1200,Media,Adulto,640.002368444877
37,2023-05-23,CUST037,Female,18,Beauty,3,25,75,75,Baja,Adulto Joven,484.997631555123
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,900,Media,Adulto mayor,340.002368444877
840,2023-05-24,CUST840,Male,62,Clothing,2,25,50,50,Baja,Adulto mayor,509.997631555123
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000,1000,Media,Adulto,440.002368444877
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,1000,Media,Adulto,440.002368444877
899,2023-05-25,CUST899,Male,26,Clothing,2,300,600,600,Baja,Adulto,40.00236844487699
923,2023-05-26,CUST923,Male,32,Beauty,3,300,900,900,Media,Adulto,340.002368444877
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,1000,Media,Adulto,440.002368444877
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,120,Baja,Adulto,439.997631555123
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,2000,Alta,Adulto mayor,1440.002368444877
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,150,Baja,Adulto,409.997631555123
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75,75,Baja,Adulto mayor,484.997631555123
67,2023-05-29,CUST067,Female,48,Beauty,4,300,1200,1200,Media,Adulto,640.002368444877
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50,50,Baja,Adulto Joven,509.997631555123
915,2023-05-30,CUST915,Female,26,Beauty,3,30,90,90,Baja,Adulto,469.997631555123
159,2023-05-31,CUST159,Male,26,Clothing,4,50,200,200,Baja,Adulto,359.997631555123
56,2023-05-31,CUST056,Female,26,Clothing,3,300,900,900,Media,Adulto,340.002368444877
862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200,1200,Media,Adulto,640.002368444877
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,50,Baja,Adulto,509.997631555123
902,2023-06-01,CUST902,Female,54,Beauty,1,50,50,50,Baja,Adulto,509.997631555123
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,60,Baja,Adulto,499.997631555123
958,2023-06-02,CUST958,Male,62,Electronics,2,25,50,50,Baja,Adulto mayor,509.997631555123
170,2023-06-02,CUST170,Female,25,Clothing,2,25,50,50,Baja,Adulto,509.997631555123
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,25,Baja,Adulto mayor,534.997631555123
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,500,Baja,Adulto Joven,59.99763155512301
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,30,Baja,Adulto,529.997631555123
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,50,Baja,Adulto Joven,509.997631555123
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900,900,Media,Adulto,340.002368444877
906,2023-06-04,CUST906,Female,20,Clothing,1,50,50,50,Baja,Adulto Joven,509.997631555123
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50,50,Baja,Adulto,509.997631555123
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,50,Baja,Adulto,509.997631555123
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200,200,Baja,Adulto,359.997631555123
867,2023-06-06,CUST867,Male,21,Electronics,1,500,500,500,Baja,Adulto Joven,59.99763155512301
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,1200,Media,Adulto,640.002368444877
882,2023-06-06,CUST882,Female,64,Electronics,2,25,50,50,Baja,Adulto mayor,509.997631555123
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,50,Baja,Adulto Joven,509.997631555123
187,2023-06-07,CUST187,Female,64,Clothing,2,50,100,100,Baja,Adulto mayor,459.997631555123
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,500,Baja,Adulto,59.99763155512301
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,1200,Media,Adulto,640.002368444877
769,2023-06-09,CUST769,Female,31,Electronics,4,30,120,120,Baja,Adulto,439.997631555123
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,200,Baja,Adulto,359.997631555123
212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500,1500,Alta,Adulto Joven,940.002368444877
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,200,Baja,Adulto,359.997631555123
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,1500,Alta,Adulto,940.002368444877
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,50,Baja,Adulto,509.997631555123
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,1000,Media,Adulto,440.002368444877
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,1000,Media,Adulto,440.002368444877
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,300,Baja,Adulto,259.997631555123
110,2023-06-11,CUST110,Male,27,Clothing,3,300,900,900,Media,Adulto,340.002368444877
887,2023-06-11,CUST887,Male,59,Clothing,4,25,100,100,Baja,Adulto,459.997631555123
104,2023-06-11,CUST104,Female,34,Beauty,2,500,1000,1000,Media,Adulto,440.002368444877
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,50,Baja,Adulto mayor,509.997631555123
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,900,Media,Adulto,340.002368444877
182,2023-06-15,CUST182,Male,62,Beauty,4,30,120,120,Baja,Adulto mayor,439.997631555123
819,2023-06-15,CUST819,Female,35,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
833,2023-06-16,CUST833,Male,42,Beauty,4,50,200,200,Baja,Adulto,359.997631555123
100,2023-06-16,CUST100,Male,41,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200,200,Baja,Adulto,359.997631555123
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,50,Baja,Adulto Joven,509.997631555123
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200,1200,Media,Adulto,640.002368444877
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,900,Media,Adulto,340.002368444877
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,120,Baja,Adulto mayor,439.997631555123
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,1200,Media,Adulto,640.002368444877
877,2023-06-19,CUST877,Female,58,Clothing,1,25,25,25,Baja,Adulto,534.997631555123
239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500,1500,Alta,Adulto,940.002368444877
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,100,Baja,Adulto,459.997631555123
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,90,Baja,Adulto,469.997631555123
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,100,Baja,Adulto mayor,459.997631555123
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,100,Baja,Adulto,459.997631555123
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,75,Baja,Adulto,484.997631555123
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900,900,Media,Adulto,340.002368444877
830,2023-06-22,CUST830,Female,64,Clothing,3,50,150,150,Baja,Adulto mayor,409.997631555123
40,2023-06-22,CUST040,Male,45,Beauty,1,50,50,50,Baja,Adulto,509.997631555123
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120,120,Baja,Adulto,439.997631555123
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,120,Baja,Adulto mayor,439.997631555123
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50,50,Baja,Adulto,509.997631555123
36,2023-06-24,CUST036,Male,52,Beauty,3,300,900,900,Media,Adulto,340.002368444877
157,2023-06-24,CUST157,Male,62,Electronics,4,500,2000,2000,Alta,Adulto mayor,1440.002368444877
839,2023-06-24,CUST839,Female,20,Electronics,4,300,1200,1200,Media,Adulto Joven,640.002368444877
796,2023-06-24,CUST796,Male,43,Beauty,4,30,120,120,Baja,Adulto,439.997631555123
927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000,2000,Alta,Adulto,1440.002368444877
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,900,Media,Adulto,340.002368444877
874,2023-06-26,CUST874,Male,60,Beauty,1,30,30,30,Baja,Adulto mayor,529.997631555123
46,2023-06-26,CUST046,Female,20,Electronics,4,300,1200,1200,Media,Adulto Joven,640.002368444877
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,900,Media,Adulto,340.002368444877
788,2023-06-27,CUST788,Female,52,Beauty,3,300,900,900,Media,Adulto,340.002368444877
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,300,Baja,Adulto,259.997631555123
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50,50,Baja,Adulto,509.997631555123
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,2000,Alta,Adulto,1440.002368444877
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,100,Baja,Adulto mayor,459.997631555123
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30,30,Baja,Adulto Joven,529.997631555123
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,1000,Media,Adulto,440.002368444877
837,2023-07-01,CUST837,Male,18,Beauty,3,30,90,90,Baja,Adulto Joven,469.997631555123
260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,60,Baja,Adulto,499.997631555123
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,100,Baja,Adulto,459.997631555123
78,2023-07-01,CUST078,Female,47,Clothing,3,500,1500,1500,Alta,Adulto,940.002368444877
45,2023-07-03,CUST045,Female,55,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500,500,Baja,Adulto,59.99763155512301
59,2023-07-05,CUST059,Male,62,Clothing,1,50,50,50,Baja,Adulto mayor,509.997631555123
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200,200,Baja,Adulto Joven,359.997631555123
802,2023-07-05,CUST802,Female,46,Beauty,1,30,30,30,Baja,Adulto,529.997631555123
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500,500,Baja,Adulto,59.99763155512301
75,2023-07-06,CUST075,Male,61,Beauty,4,50,200,200,Baja,Adulto mayor,359.997631555123
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,60,Baja,Adulto,499.997631555123
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,2000,Alta,Adulto Joven,1440.002368444877
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,100,Baja,Adulto,459.997631555123
870,2023-07-08,CUST870,Female,46,Electronics,4,30,120,120,Baja,Adulto,439.997631555123
77,2023-07-09,CUST077,Female,47,Clothing,2,50,100,100,Baja,Adulto,459.997631555123
792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,50,Baja,Adulto Joven,509.997631555123
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,100,Baja,Adulto,459.997631555123
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,75,Baja,Adulto,484.997631555123
176,2023-07-11,CUST176,Female,43,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
216,2023-07-11,CUST216,Male,62,Electronics,2,50,100,100,Baja,Adulto mayor,459.997631555123
772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,30,Baja,Adulto,529.997631555123
53,2023-07-13,CUST053,Male,34,Electronics,2,50,100,100,Baja,Adulto,459.997631555123
71,2023-07-14,CUST071,Female,51,Beauty,4,25,100,100,Baja,Adulto,459.997631555123
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,900,Media,Adulto,340.002368444877
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,600,Baja,Adulto,40.00236844487699
93,2023-07-14,CUST093,Female,35,Beauty,4,500,2000,2000,Alta,Adulto,1440.002368444877
43,2023-07-14,CUST043,Female,48,Clothing,1,300,300,300,Baja,Adulto,259.997631555123
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90,90,Baja,Adulto mayor,469.997631555123
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,900,Media,Adulto Joven,340.002368444877
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,150,Baja,Adulto,409.997631555123
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25,25,Baja,Adulto,534.997631555123
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,1500,Alta,Adulto,940.002368444877
144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500,1500,Alta,Adulto,940.002368444877
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,90,Baja,Adulto,469.997631555123
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,100,Baja,Adulto,459.997631555123
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50,50,Baja,Adulto,509.997631555123
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,900,Media,Adulto,340.002368444877
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,200,Baja,Adulto,359.997631555123
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,60,Baja,Adulto,499.997631555123
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,1500,Alta,Adulto mayor,940.002368444877
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,300,Baja,Adulto mayor,259.997631555123
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,1000,Media,Adulto Joven,440.002368444877
114,2023-07-22,CUST114,Female,22,Beauty,4,25,100,100,Baja,Adulto Joven,459.997631555123
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,50,Baja,Adulto,509.997631555123
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,2000,Alta,Adulto,1440.002368444877
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,60,Baja,Adulto,499.997631555123
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,2000,Alta,Adulto,1440.002368444877
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500,1500,Alta,Adulto,940.002368444877
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,1000,Media,Adulto,440.002368444877
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50,50,Baja,Adulto,509.997631555123
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,1000,Media,Adulto mayor,440.002368444877
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500,500,Baja,Adulto,59.99763155512301
105,2023-07-25,CUST105,Female,22,Electronics,1,500,500,500,Baja,Adulto Joven,59.99763155512301
270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,300,Baja,Adulto,259.997631555123
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,100,Baja,Adulto,459.997631555123
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,600,Baja,Adulto,40.00236844487699
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,90,Baja,Adulto Joven,469.997631555123
864,2023-07-27,CUST864,Female,51,Electronics,1,500,500,500,Baja,Adulto,59.99763155512301
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,600,Baja,Adulto mayor,40.00236844487699
